id	title	device_name	similar_devices	about	network	company	locations	consumer_release	compatibility	price	connectivity	primary_applications	image_name	potential_workplace_benefits	power_source	componentry
83	iHealth Pulse Oximeter	Pulse Oximeter	"ElectricFoxy Pulse,Ringblingz Ring,Geak Ring,Fin Thumbring,Logbar Ring"	"          The iHealth Pulse Oximeter is a finger-worn wearable device that measures pulse rate and blood oxygen saturation in a reliable, fast and non-invasive manner. Connected to an iOS or Android application available in smartphones' Google Play or Apple Store, the wearable device works as a fitness and health tracker by analyzing data and generating trends. It can be used in sports training as well as medical and recreational activities."	"http://www.ihealthlabs.com/health-and-fitness-products-wireless-wireless-pulse-oximeter_80.htm,https://twitter.com/iHealthLab,https://www.facebook.com/iHealthLab,https://plus.google.com/117137656364926400097/posts,http://www.youtube.com/user/iHealthLabs"	iHealth	Fingers	Available Now	iOS	$69.95 USD	Bluetooth	"Fitness,Medical"	iHealth%20Pulse%20Oximeter.png?itok=9O4W5SeI	Health	Rechargeable Battery	"Oximeter,Heart Rate Monitor"
84	Imec EEG Headset	EEG Headset	"InteraXon Muse,Somaxis MyoLink,4D Force,Phyode W/Me,MindWave"	"          The Imec EEG Headset is a wearable health monitor with electroencephalographic (EEG) capabilities. It is designed to be worn during daily activities and allows for comfortable, continuous, and reliable health monitoring. It is sensitive, intelligent, compact, and low-power and is able to deliver real-time data to Bluetooth enabled devices. Although there doesn't appear to be any plans for a consumer release of this product, Imec is looking at partnering their extensive knowledge of health monitoring with other OEM manufacturers."	"http://www2.imec.be/be_en/home.html,https://twitter.com/katrienmarent,http://www.youtube.com/user/imecnanotube,https://www.facebook.com/imecinternational"	Imec	Head	Undisclosed	Undisclosed	No Announcement Yet	Bluetooth	Medical	Imec%20EEG%20Headset_0.jpg?itok=WCKdDhpS	Health	Rechargeable Battery	"EEG Sensor,ECG Sensor,Respiratory Monitor"
85	InfinitEye Virtual Reality Display	InfinitEye	"Cinemizer OLED,Sony HMZ-T3W Personal 3D Viewer,Oculus Rift,CastAR,Avegant Glyph"	"          The InfinitEye is a wearable head mounted display with 3D virtual reality (VR) capabilities. It is constructed from easily sourced components and uniquely features two compound Fresnel lenses. These special lenses are flat and allow for a much wider field of view than any other VR system. Two 2560x800 pixel displays, coupled with the optics, allows for a 210° field of view. Although the device is still very much in the prototype stage, the three person team is hard at work making their dream a reality."	"https://www.facebook.com/InfinitEyeVR,http://www.youtube.com/user/MrFoisi,https://twitter.com/InfinitEyeVR,https://www.facebook.com/InfinitEyeVR"	InfinitEye	Head	Undisclosed	Windows	No Announcement Yet	HDMI	"Entertainment,Gaming"	InfinitEye_0.jpg?itok=dabAoyDu	Productivity	External Source	"Accelerometer,Gyroscope,Magnetometer,OLED Display"
86	Instabeat	Instabeat	"GlassUp,Air Scouter,Epson Pulsense Wristband,Nike FuelBand SE,Polar Loop"	"          The Instabeat is a waterproof heart rate monitor mounted on a pair of swimming goggles, which provides real-time visual feedback. This wearable device measures heart rate from the temporal artery. It is also compatible with Windows and OSX allowing the users to upload the recorded data onto their computer."	"http://instabeat.me/,https://www.facebook.com/myinstabeat,https://twitter.com/myinstabeat,https://plus.google.com/111521010836446545237"	Instabeat	Head	Preorder Only	"Windows,OSX"	$149.00 USD	USB	Fitness	instabeat.png?itok=EW3yYGV7	Health	Rechargeable Battery	"Accelerometer,Ambient Light Sensor,Clock,Heart Rate Monitor,LED Display,Magnetometer"
87	Intel Smartwatch	Smartwatch	"SpotNSave,Sony Core,Reemo,Airo,MEMI Smartbracelet"	"          The Intel Smartwatch is a fully independent SmartWatch designed for everyday use and functionality. While the device is still in its earliest stages (no official marketing materials or website), it has gone beyond rumours with its announcement at CES 2014. This wearable device is different from other SmartWatches in that it operates entirely independently for both phone and internet access. It can also provide location-based notifications without behind tethered to the user's phone."	"https://twitter.com/intel,https://www.facebook.com/Intel?ref=br_rs,https://plus.google.com/+Intel/posts,http://www.youtube.com/user/channelintel"	Intel	Wrist	Undisclosed	Undisclosed	No Announcement Yet	Undisclosed	Lifestyle	Intel%20Smart%20Watch.png?itok=UZmByRzD	Productivity	Rechargeable Battery	Undisclosed
88	Intelligent Headset	Intelligent Headset	"Laster Pro Mobile Display,GlassUp,Optinvent Ora-S,Avegant Glyph,Vuzix M100 Smart Glasses"	"          The Intelligent Headset is a wearable 3D stereo headset that uses binaural audio to create surround sound using only two speakers. The device uses Head Related Transfer Functions to apply digital signal processing to sounds which creates the effect of spatial sound. The headset also has a GPS to track the location of the user and a gyroscope to measure the orientation of the head. Using these components the headset can direct the 3-D sound based on the direction and location of the user. In addition, the company is creating games on the App Store made specifically for the Intelligent Headset."	"https://intelligentheadset.com/,http://www.facebook.com/Intelligentheadset,http://www.twitter.com/ih_gn,https://plus.google.com/u/0/116263782475527868498/posts"	Intelligent Headset	Head	April 1st 2014	"Android,iOS"	$420.00 USD	Bluetooth	"Lifestyle,Entertainment,Gaming"	intelligent%20headset.png?itok=siQMmv9I	Communication		"Magnetometer,Gyroscope,Accelerometer,Microphone,Audio Speaker"
89	InteraXon Muse	Muse	"Emotiv Neuroheadset,MindWave,Imec EEG Headset,4D Force,Somaxis MyoLink"	"          The InteraXon Muse is a mental activity tracking device that helps reduce stress and settle the mind. The wearable device uses 7 sensors that are applied to the occipital lobes. Once in place, they record brain activity which is then translated into actionable data and sent to a tablet, smartphone or computer. Muse helps apprehending and managing emotions to improve cognitive well-being, more specifically concentration and composure."	"http://www.interaxon.ca/muse/,https://plus.google.com/117793157687087817925/posts,https://twitter.com/InteraXon,https://www.facebook.com/interaxon,http://www.youtube.com/user/interaXon"	InteraXon	Head	Est. 2014	"Android,iOS,OSX,Windows,Linux"	$269.00 USD	"Bluetooth,USB"	"Lifestyle,Medical"	InteraXon%20Muse_0.jpg?itok=-NQY5MX9	Productivity	Rechargeable Battery	"EEG Sensor,Accelerometer"
90	Jawbone Up	Up	"NZN Lit,Wellograph Watch,PUSH Fitness Tracker,LG Lifeband Touch,FitBit Flex"	"          The Jawbone Up wearable device is a wrist-worn motion, sleep and diet recorder. It tracks weight, evaluates sleep patterns and moods, offers food libraries and logs workout sessions. By taking a holistic approach to a healthy lifestyle, Up aims at maximizing physical and psychological well-being. The system works with the Up application available in the Apple App Store and Google Play."	"http://jawbone.com/store/buy/up24,http://www.facebook.com/jawbone,https://twitter.com/#!/Jawbone,http://pinterest.com/jawbone,http://www.youtube.com/user/jawbone"	Jawbone	Wrist	Available Now	"iOS,Android"	$149.99 USD	"Bluetooth,USB"	"Fitness,Lifestyle"	Jawbone%20Up_0.jpg?itok=6MhVztdf	Health	Rechargeable Battery	Accelerometer
91	Jaybird Reign	Reign	"Epson Pulsense Wristband,FitBit Flex,Nike FuelBand SE,Phyode W/Me,Polar Loop"	"          The Jaybird Reign is a wearable waterproof activity band designed to track activity levels, sleep and give recommendations for the ideal times to exercise. In addition to measuring heart rate, this hi tech device can also distinguish between different forms of exercise (e.g.: running, biking, swimming, etc.)."	"http://www.jaybirdsport.com/reign-activity-tracker/,https://twitter.com/jaybirdsport,https://www.facebook.com/JaybirdSport?ref=br_rs,https://plus.google.com/+JayBirdSport/posts"	Jaybird	Wrist	Est. May 2014	"iOS,Android"	$199.00 USD	Bluetooth	Fitness	Jaybird%20Reign_0.png?itok=VVnnD3mD	Health	Rechargeable Battery	"LED Display,Heart Rate Monitor"
92	Kapture Audio Recording Wristband Watch	Kapture	"FitBit Flex,Jaybird Reign,Epson Pulsense Wristband,Polar Loop,Nike FuelBand SE"	"The Kapture Audio Recording Wristband Watch is a wrist-worn wearable device that serves as a touch-sensitive voice recorder. This technological device is unique as it is constantly listening""  and the user can record the previous 60 seconds of any worthy conversation, just by tapping the watch. A Bluetooth connection then sends the data directly to iOS, Android or Windows 8 smartphones. The Kapture Watch is available in Chrome or Gold."	"http://www.kaptureaudio.com/,https://twitter.com/kaptureaudio,https://www.facebook.com/kaptureaudio,https://plus.google.com/106227931501535241851/videos,http://www.youtube.com/user/kaptureaudio"		Wrist	Jun-14	"iOS,Android"	$99.00 USD	Bluetooth	"Entertainment,Lifestyle"	Kapture%20Audio%20Recording%20Wristband_0.jpg?itok=MY7OAXfC	Productivity	Rechargeable Battery	"Microphone,Touch Interface,Accelerometer,LED Display,Vibrator"
93	Ki Fit	Ki Fit	"Metria IH1,Nike FuelBand SE,Polar Loop,Polar RCX5,Garmin Approach S3"	"          Ki Fit is a wearable device worn on the wrist that help manage a user's fitness activity and lifestyle. Ki Fit measures calorie consumption and sleep efficiency. It is compatible with Windows and OSX, allowing the user to upload fitness data onto their computer. The wearable device also works with an activity manager application which can be used to establish targets and track performance."	"http://www.kiperformance.co.uk/what_is_ki_fit/default.aspx,https://twitter.com/KiFit,https://www.facebook.com/KiLifeUK"	Ki Life Solutions	Wrist	Available Now	"Windows,OSX"	£127.99 GBP	USB	Fitness	ki%20FIT_0.png?itok=LbJ2IGSM	Health	Rechargeable Battery	"Accelerometer,Galvanometer"
94	Kiwi Move	Move	"BPM Physio,Catapult Nanotrak,Xensr ,Fitbit One,Fitbug Orb  "	"          The Kiwi Move is a small clip-on wearable device that is designed to integrate seamlessly into the user's life. The technological device can be worn almost anywhere and can record movement, sound, temperature, and air pressure. Custom gestures can also be programmed to provide even more functionality."	"http://www.kiwiwearables.com/,https://twitter.com/kiwiwearables,http://www.facebook.com/kiwiwearables,https://plus.google.com/+KiwiWearables/posts,http://www.youtube.com/user/kiwiwearables"	Kiwi Wearables	Body (Anywhere)	Jul-14	"Android,iOS"	$99.00 USD	"WiFi,Bluetooth,USB"	Lifestyle	Kiwi%20Move_0.png?itok=HWKNfPZS	Health	Rechargeable Battery	"Accelerometer,Gyroscope,Magnetometer,Barometer,Thermometer,Button Interface,Microphone,Gesture Interface"
95	KMS Wristband	Wristband	"PFO Safety Bracelet,HereO,Filip Smartwatch,Zypad WL1500,Omate TrueSmart Watch"	"          The KMS wristband is designed for children and vulnerable adults for their safety in case they get lost. The wristband has a GPS tracking system that can locate the user of their location using a web app or smart phone app. This wearable device also has a button that can contact a carer or guardian in case of emergency. The carer can terminate the call using their smart phones. This wearable device can also program specific routes for the user to travel and if the user goes off route, the carer will be alerted."	"http://kmswristband.com/,https://twitter.com/KMSWristband"	KMS	Wrist	Sep-14	Undisclosed	$329.00 USD	Cellular Network	"Medical,Lifestyle"	Wristband%20Render.png?itok=xMfRkHsw	Security	Rechargeable Battery	Undisclosed
96	Kreyos Meteor	Meteor	"Martian Watches,Garmin Vivofit,Motorola Motoactv,Garmin Forerunner GPS Heart Rate Watch,Recon Instruments Snow2"	"          The Kreyos Meteor is a technological smartwatch and activity tracker bundled together in a small form factor. The user is able to talk and text using their phone as well as use gestures to change music, answer a call, or check an alert. The Meteor also offers activity tracking such as step counting, distance, calories burned. All the user's activity data is recorded and can be easily sent to trainers, health professionals, and friends. The Meteor can be worn in three different formats, the watch, the pendant, and the clip. This wearable device is also water resistant and can be taken swimming. The battery lasts 7 days before needing to be recharged."	"http://www.kreyos.com/,https://twitter.com/mykreyos,https://www.facebook.com/kreyos"	Keryos	Wrist	Est. Q2 2014	"iOS,Android,Windows Mobile"	$169.95 USD	"Bluetooth,ANT+,USB"	"Lifestyle,Fitness"	kreyos%20meteor.png?itok=AqeEi9lB	Communication	Rechargeable Battery	"Button Interface,Vibrator,Accelerometer,Gyroscope,Audio Speaker,Microphone,Clock"
97	Lark Pro Wristband	Lark Pro	"Seraphim Sense Angel Wristband,Sentimoto,Epson Pulsense Watch,MEMI Smartbracelet,Jawbone Up"	"          The Lark Pro Wristband is a silent alarm clock and sleep tracking device. Worn on the wrist, it uses the actigraphy monitoring method to record sleep patterns, and gently wakes up the user with vibrations when programmed to do so. Coupled to the Lark app, which is available in the Apple Store, the smart wearable device helps the user maximize hours of sleep thanks to accurate tracking and personalized coaching."	"http://www.lark.com/products/lark-pro/design-technology,https://www.facebook.com/ourLARK,https://twitter.com/ourlark,http://www.pinterest.com/ourlark/,http://www.youtube.com/user/ourLARK?feature=watch"	Lark	Wrist	Available Now	iOS	$99.00 USD	Bluetooth	"Medical,Lifestyle"	hc-larkpro.jpg?itok=YK7d2ma5	Health	Rechargeable Battery	"Vibrator,Accelerometer"
